dbID,band,n_obs,baseline,mean_mag,std_mag,mjd_min,mjd_max
1032361,g,54,2934.9387260000003,19.42027777777778,0.06638117109951581,51467.312179,54402.250905
1032378,r,54,3336.9333230000047,20.10553703703704,0.0904899652637963,51075.236067,54412.16939
1032378,g,54,3336.9333230000047,20.254888888888885,0.09841026494687206,51075.2394,54412.172723
1032950,r,56,2947.9454079999996,18.957267857142856,0.05182508048075499,51464.217197,54412.162605
1032950,g,56,2947.9454079999996,19.419714285714285,0.08980608360830146,51464.22053,54412.165938
103425,r,55,3321.0338959999935,19.843636363636364,0.07655167325203266,51081.295573,54402.329469
103425,g,53,3321.0338959999935,20.002584905660378,0.0888234275492388,51081.298906,54402.332802
103455,r,61,3336.9336769999936,19.698409836065576,0.06953814310056586,51075.306342,54412.240019
103455,g,57,3330.9304050000064,19.895052631578952,0.10531513628947789,51075.309675,54406.24008
1034795,r,54,2947.9454079999996,18.475648148148146,0.11301428251387619,51464.219904,54412.165312
1034795,g,54,2947.9454079999996,18.666055555555552,0.1340246545404663,51464.223237,54412.168645
1034817,r,55,3336.933379000002,19.60847272727273,0.06155436755656943,51075.23555,54412.168929
1034817,g,53,3336.933379000002,19.888207547169813,0.06606610711308758,51075.238883,54412.172262
1035792,r,111,3336.9333040000056,17.37507207207207,0.042658440587581135,51075.238731,54412.172035
1035792,g,110,3336.9333039999983,17.64391818181818,0.038490880104768636,51075.242064,54412.175368
103646,r,61,3336.9332890000005,19.959606557377047,0.13741456704327004,51075.30332,54412.236609
103646,g,62,3336.933290000001,20.17429032258065,0.18516160222520633,51075.306653,54412.239943
1037663,r,44,2934.9386980000054,20.313750000000002,0.13432222536599334,51467.309352,54402.24805
1037663,g,44,2934.9386990000057,20.865977272727275,0.13917034830418248,51467.312685,54402.251384
1037979,r,96,3336.9333069999993,20.018895833333332,0.12816529684736114,51075.239612,54412.172919
1037979,g,94,3336.9333069999993,20.072361702127658,0.14785759761192793,51075.242945,54412.176252
1038570,r,55,3336.933315999995,18.541509090909088,0.11146542435413004,51075.234017,54412.167333
1038570,g,54,3330.930403999999,18.858907407407408,0.138119683543539,51075.23735,54406.167754
103913,r,52,2582.9627039999978,19.98409615384615,0.1627447576392346,51819.360685,54402.323389
103913,g,49,2582.9627039999978,20.17708163265306,0.15486160203578425,51819.364018,54402.326722
1039144,r,52,2924.9402650000047,19.771999999999995,0.11104520908863415,51467.319604,54392.259869
1039144,g,52,2924.9402650000047,19.96065384615385,0.12970141518345793,51467.322937,54392.263202
103979,r,25,3321.0338269999993,18.73816,0.09539252800927331,51081.282708,54402.316535
103979,g,23,3321.0338269999993,18.90847826086957,0.10626499671768803,51081.286041,54402.319868
